3.8169, 43.956, "80km/h", "Ganges vers St Hippolyte du Fort (10367)"
3.796, 43.951, "80km/h", "ST HIPPOLYTE DU FORT vers GANGES (10368)"
1.3626, 43.755, "80km/h", "DOUBLE SENS (10369)"
0.6372, 43.077, "80km/h", "ST GAUDENS vers SEILHAN (10370)"
3.5489, 43.421, "80km/h", "MARSEILLAN vers MEZE (10373)"
-1.8148, 48.02, "80km/h", "DOUBLE SENS (10376)"
5.3577, 45.875, "80km/h", "DOUBLE SENS (10378)"
2.1271, 48.163, "80km/h", "DOUBLE SENS (10380)"
-0.65357, 47.16631, "80km/h", "CHEMILLE EN ANJOU vers LYS HAUT LAYON (10382)"
2.0967, 49.336, "80km/h", "DOUBLE SENS (10385)"
2.1366, 49.58704, "80km/h", "DOUBLE SENS (10389)"
2.066, 43.513, "80km/h", "DOUBLE SENS (10394)"
1.9998, 44.046, "80km/h", "ALBI vers CORDES SUR CIEL (10395)"
6.2086, 46.939, "80km/h", "DOUBLE SENS (10399)"
6.3656, 47.331, "80km/h", "DOUBLE SENS (10404)"
0.9305, 48.885, "80km/h", "DOUBLE SENS (10405)"
1.3172, 48.529, "80km/h", "DOUBLE SENS (10407)"
0.9159, 48.26, "80km/h", "DOUBLE SENS (10408)"
1.2934, 48.451, "80km/h", "CHARTRES vers COURVILLE SUR EURE (10409)"
1.61709, 48.13697, "80km/h", "DOUBLE SENS (10413)"
1.6628, 46.77, "80km/h", "DOUBLE SENS (10414)"
0.7681, 47.483, "80km/h", "MONNAIE vers TOURS (10416)"
0.7652, 47.481, "80km/h", "TOURS vers MONNAIE (10417)"
0.906, 47.397, "80km/h", "TOURS vers AMBOISE (10418)"
6.0539, 46.816, "80km/h", "DOUBLE SENS (10420)"
-1.2951, 43.554, "80km/h", "BAYONNE vers PAU (10422)"
-0.29199, 43.80084, "80km/h", "AIRE SUR L ADOUR vers VILLENEUVE DE MARSAN (10423)"
1.1171, 47.469, "80km/h", "DOUBLE SENS (10424)"
1.2775, 47.418, "80km/h", "DOUBLE SENS (10425)"
-3.239926, 47.755658, "80km/h", "Lanester vers Merlevenez (10426)"
-3.34053, 47.8395, "80km/h", "ROSCOFF vers LORIENT (10427)"
